INPUT_TABLE,,,,,,
Variable ID,,,,,,
StubTechMarket,,,,,,
,,,,,,
region,supplysector,subsector,stub.technology,year,minicam.energy.input,market.name
CA,electricity,offshore wind,offshore_wind_storage_7,2090,offshore wind resource 7,CA
HI,electricity,offshore wind,offshore wind 7,2090,offshore wind resource 7,HI
HI,electricity,offshore wind,offshore_wind_storage_7,2090,offshore wind resource 7,HI
ME,electricity,offshore wind,offshore wind 7,2090,offshore wind resource 7,ME
ME,electricity,offshore wind,offshore_wind_storage_7,2090,offshore wind resource 7,ME
OR,electricity,offshore wind,offshore wind 7,2090,offshore wind resource 7,OR
OR,electricity,offshore wind,offshore_wind_storage_7,2090,offshore wind resource 7,OR
CA,electricity,offshore wind,offshore wind 7,2095,offshore wind resource 7,CA
CA,electricity,offshore wind,offshore_wind_storage_7,2095,offshore wind resource 7,CA
HI,electricity,offshore wind,offshore wind 7,2095,offshore wind resource 7,HI
HI,electricity,offshore wind,offshore_wind_storage_7,2095,offshore wind resource 7,HI
ME,electricity,offshore wind,offshore wind 7,2095,offshore wind resource 7,ME
ME,electricity,offshore wind,offshore_wind_storage_7,2095,offshore wind resource 7,ME
OR,electricity,offshore wind,offshore wind 7,2095,offshore wind resource 7,OR
OR,electricity,offshore wind,offshore_wind_storage_7,2095,offshore wind resource 7,OR
CA,electricity,offshore wind,offshore wind 7,2100,offshore wind resource 7,CA
CA,electricity,offshore wind,offshore_wind_storage_7,2100,offshore wind resource 7,CA
HI,electricity,offshore wind,offshore wind 7,2100,offshore wind resource 7,HI
HI,electricity,offshore wind,offshore_wind_storage_7,2100,offshore wind resource 7,HI
ME,electricity,offshore wind,offshore wind 7,2100,offshore wind resource 7,ME
ME,electricity,offshore wind,offshore_wind_storage_7,2100,offshore wind resource 7,ME
OR,electricity,offshore wind,offshore wind 7,2100,offshore wind resource 7,OR
OR,electricity,offshore wind,offshore_wind_storage_7,2100,offshore wind resource 7,OR
